Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0.5,female,0.9,0.125,0.16666666666666666,0.05123658772523604,S
1.0,male,0.275,0.0,0.0,0.018542765081513996,S
1.0,male,0.4,0.125,0.0,0.015175789316712771,S
0.5,female,0.4750000000000001,0.0,0.0,0.025374310111545468,S
1.0,male,0.5160523174157303,0.0,0.0,0.015834545444608664,S
0.5,female,0.1,0.0,0.16666666666666666,0.038061465167318204,S
0.0,male,0.6250000000000001,0.0,0.0,0.051822148727810165,S
0.5,male,0.675,0.125,0.3333333333333333,0.05416439273810667,S
1.0,male,0.5160523174157303,0.125,0.0,0.03897240290032268,S
0.0,male,0.525,0.0,0.0,0.05416439273810667,C
0.0,male,1.0,0.125,0.0,0.17391981561855152,C
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
1.0,male,0.5000000000000001,0.0,0.0,0.015411575213749286,C
0.0,female,0.5160523174157303,0.125,0.0,0.10122885832000206,S
1.0,male,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
0.0,male,0.9750000000000002,0.0,0.0,0.051822148727810165,S
1.0,male,0.6250000000000001,0.0,0.0,0.015712553569072387,S
0.0,male,0.9500000000000001,0.0,0.0,0.07514699533034619,S
0.5,male,0.9750000000000002,0.0,0.0,0.025374310111545468,S
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
1.0,male,0.7250000000000001,0.0,0.0,0.013760683560491965,S
0.5,male,0.5160523174157303,0.0,0.0,0.0,S
1.0,male,0.5160523174157303,0.0,0.0,0.015078195816283748,Q
1.0,male,0.5160523174157303,0.0,0.0,0.014151057562208049,S
1.0,male,0.7250000000000001,0.0,0.0,0.016908073949327893,S
0.5,female,0.6000000000000001,0.125,0.3333333333333333,0.05416439273810667,S
0.5,female,0.3500000000000001,0.0,0.0,0.026919605597338588,C
1.0,female,0.32500000000000007,0.0,0.0,0.019201521209409888,S
0.0,male,0.5160523174157303,0.0,0.0,0.10149724044618187,S
0.5,male,0.6250000000000001,0.125,0.0,0.04098927018018883,S
1.0,male,0.5000000000000001,0.125,0.0,0.013752485706455927,S
1.0,male,0.32500000000000007,0.0,0.0,0.014679623960531627,S
1.0,male,0.0,0.625,0.3333333333333333,0.09154270340242172,S
0.5,male,0.5160523174157303,0.0,0.0,0.0,S
0.0,male,0.4,0.125,0.0,0.17777475888549785,C
1.0,female,0.5160523174157303,0.375,0.16666666666666666,0.049707687947515,S
0.0,female,0.65,0.125,0.0,0.17566830077223786,S
1.0,male,0.525,0.0,0.0,0.015712553569072387,S
1.0,male,0.0,0.125,0.16666666666666666,0.031034733136428686,S
1.0,male,0.5160523174157303,0.125,0.0,0.03897240290032268,S
1.0,male,0.30000000000000004,0.0,0.0,0.014151057562208049,S
1.0,male,0.30000000000000004,0.0,0.0,0.015712553569072387,S
1.0,male,0.5160523174157303,0.0,0.0,0.028220722145058292,C
1.0,male,0.5160523174157303,0.0,0.0,0.029473237129564348,S
0.0,female,0.4,0.125,0.3333333333333333,0.29580589980036276,S
1.0,male,0.3750000000000001,0.0,0.0,0.015216388212891242,S
1.0,male,0.20000000000000004,0.0,0.0,0.016908073949327893,S
1.0,female,0.30000000000000004,0.0,0.0,0.015126992566498259,Q
1.0,female,0.5160523174157303,0.0,0.0,0.014891206669461744,Q
1.0,female,0.7000000000000001,0.0,0.0,0.018713553707264782,S
0.0,female,0.17500000000000002,0.0,0.0,0.16883675574220638,S
0.0,male,0.225,0.125,0.0,0.2125586439344078,C
0.5,female,0.6000000000000001,0.0,0.3333333333333333,0.050748620223090936,S
0.0,male,0.5160523174157303,0.0,0.0,0.051822148727810165,S
1.0,male,0.4750000000000001,0.0,0.0,0.04396587194327397,S
1.0,male,0.42500000000000004,0.0,0.0,0.11027245763075773,S
1.0,male,0.5000000000000001,0.0,0.0,0.015126992566498259,Q
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
0.0,male,0.675,0.0,0.0,0.05130978285055781,S
1.0,male,0.3750000000000001,0.0,0.0,0.014630827210317117,S
0.0,male,0.9500000000000001,0.0,0.0,0.06640417918791278,S
0.5,female,0.6250000000000001,0.0,0.0,0.020494635090094415,S
1.0,male,0.5160523174157303,0.0,0.0,0.04713766070721715,Q
0.5,female,0.675,0.125,0.0,0.050748620223090936,S
1.0,male,0.5750000000000001,0.0,0.0,0.015411575213749286,S
0.0,female,0.525,0.0,0.0,0.18249984580226933,S
1.0,male,0.32500000000000007,0.0,0.0,0.015411575213749286,S
1.0,male,0.5160523174157303,0.0,0.0,0.014102260811993537,C
0.0,female,0.8750000000000001,0.0,0.16666666666666666,0.11316786160148591,C
1.0,male,0.5160523174157303,0.0,0.0,0.014110458666029575,C
1.0,male,0.7875,0.0,0.0,0.015126992566498259,Q
0.0,male,0.5160523174157303,0.0,0.0,0.4328841690069588,S
1.0,male,0.7500000000000001,0.0,0.0,0.015468569817999833,S
0.5,male,0.3500000000000001,0.25,0.16666666666666666,0.022446505098674838,S
1.0,male,0.5160523174157303,0.0,0.0,0.014110458666029575,C
1.0,male,0.20000000000000004,0.125,0.16666666666666666,0.014110458666029575,C
1.0,female,0.5160523174157303,0.0,0.3333333333333333,0.04364049521284362,C
1.0,female,0.525,0.0,0.0,0.016908073949327893,S
0.0,male,0.9,0.0,0.0,0.051822148727810165,S
0.0,female,0.525,0.0,0.0,0.20772776566317125,C
1.0,male,0.5160523174157303,0.0,0.0,0.028302115124416098,S
0.0,female,0.32500000000000007,0.0,0.3333333333333333,0.09661756542473082,C
0.0,female,0.675,0.0,0.3333333333333333,0.13858277060920987,S
1.0,female,0.0,0.5,0.3333333333333333,0.06104473451835265,S
1.0,female,0.05000000000000002,0.5,0.3333333333333333,0.06104473451835265,S
0.5,male,0.5750000000000001,0.125,0.0,0.050748620223090936,S
0.5,female,0.25,0.125,0.0,0.050748620223090936,S
0.5,male,0.5160523174157303,0.0,0.0,0.02705779799394608,C
1.0,male,0.6000000000000001,0.125,0.16666666666666666,0.04006213192611313,S
0.0,male,0.20000000000000004,0.0,0.3333333333333333,0.21642978772242535,C
0.5,male,0.45000000000000007,0.0,0.0,0.050748620223090936,S
1.0,male,0.5160523174157303,0.0,0.0,0.015281580671177828,Q
1.0,male,0.32500000000000007,0.0,0.0,0.014102260811993537,C
1.0,female,0.32500000000000007,0.0,0.0,0.015175789316712771,S
0.0,female,0.9750000000000002,0.125,0.0,0.07729405233978466,C
0.0,male,0.5160523174157303,0.0,0.0,0.4440992237022602,C
0.0,female,0.7500000000000001,0.125,0.16666666666666666,0.1554664461834305,S
1.0,female,0.675,0.125,0.0,0.033962538149299316,S
1.0,male,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
1.0,male,0.775,0.0,0.0,0.015411575213749286,S
0.5,male,0.4750000000000001,0.0,0.0,0.026350245115835676,S
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
1.0,female,0.5160523174157303,0.0,0.0,0.015712553569072387,S
1.0,male,0.3750000000000001,0.25,0.0,0.04713766070721715,S
1.0,male,0.25,0.0,0.0,0.015411575213749286,S
1.0,female,0.5000000000000001,0.0,0.6666666666666666,0.04113566043083236,S
1.0,male,0.5160523174157303,0.0,0.0,0.014110458666029575,C
1.0,male,0.5750000000000001,0.0,0.0,0.015330377421392339,S
0.0,male,0.675,0.0,0.0,0.051504969851415845,S
1.0,female,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
1.0,male,0.17500000000000002,0.0,0.0,0.015712553569072387,S
1.0,male,0.25,0.0,0.0,0.028302115124416098,S
0.5,female,0.6250000000000001,0.0,0.0,0.025374310111545468,S
0.0,female,0.7500000000000001,0.125,0.0,0.1091095334796455,S
1.0,female,0.5160523174157303,0.125,0.0,0.028220722145058292,C
1.0,male,0.5750000000000001,0.0,0.0,0.015468569817999833,S
0.5,female,0.4,0.125,0.16666666666666666,0.05855610025741262,S
0.0,female,0.7500000000000001,0.125,0.16666666666666666,0.21642978772242535,C
0.0,male,0.675,0.0,0.0,0.07831878409428937,C
1.0,male,0.5160523174157303,0.0,0.0,0.017005667449756914,C
0.0,female,0.225,0.0,0.3333333333333333,0.1554664461834305,S
0.5,male,0.9500000000000001,0.0,0.0,0.02927805012870631,S
1.0,male,0.32500000000000007,0.0,0.0,0.015712553569072387,S
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
1.0,male,0.65,0.0,0.0,0.013907073811135496,S
1.0,male,0.9500000000000001,0.0,0.0,0.014151057562208049,S
1.0,female,0.5160523174157303,0.0,0.3333333333333333,0.015126992566498259,Q
0.5,male,0.7000000000000001,0.125,0.0,0.050748620223090936,S
1.0,male,0.675,0.125,0.16666666666666666,0.04713766070721715,S
0.5,female,0.5160523174157303,0.0,0.0,0.06441171028315387,S
1.0,male,1.0,0.0,0.0,0.0,S
1.0,male,0.5160523174157303,0.0,0.0,0.014102260811993537,C
0.0,male,1.0,0.125,0.0,0.11111839809247648,C
0.5,female,0.3750000000000001,0.25,0.16666666666666666,0.05270049023167135,S
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,S
0.0,male,0.5160523174157303,0.0,0.0,0.08275928836380983,S
1.0,male,0.8750000000000001,0.0,0.0,0.015712553569072387,S
0.0,male,0.65,0.0,0.0,0.051822148727810165,C
1.0,male,0.675,0.125,0.0,0.030351578633425542,S
1.0,male,0.525,0.0,0.0,0.015411575213749286,S
0.0,male,0.45000000000000007,0.0,0.0,0.05953203526170282,S
0.5,female,0.32500000000000007,0.125,0.3333333333333333,0.08115719346076702,C
0.0,female,0.775,0.0,0.0,0.2995388511917728,S
1.0,female,0.7500000000000001,0.125,0.8333333333333333,0.06104473451835265,S
1.0,male,0.5160523174157303,0.0,0.0,0.013760683560491965,S
1.0,female,0.5160523174157303,0.125,0.0,0.030253985132996517,Q
1.0,male,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
1.0,male,0.65,0.0,0.0,0.015712553569072387,S
0.5,female,0.3750000000000001,0.125,0.3333333333333333,0.12687155055772734,S
1.0,male,0.6250000000000001,0.125,0.16666666666666666,0.028106928123558056,S
1.0,female,0.42500000000000004,0.125,0.0,0.031425107138144774,S
0.5,male,0.42500000000000004,0.0,0.0,0.020494635090094415,S
1.0,male,0.45000000000000007,0.125,0.0,0.028212719478023115,C
0.0,male,0.8250000000000001,0.125,0.0,0.10257896680493714,S
1.0,male,0.275,0.125,0.16666666666666666,0.030725752114070404,C
1.0,male,0.30000000000000004,0.0,0.0,0.015330377421392339,S
1.0,male,0.30000000000000004,0.0,0.0,0.031425107138144774,S
0.0,female,0.30000000000000004,0.0,0.0,0.15216446768991498,S
1.0,male,0.42500000000000004,0.0,0.0,0.015411575213749286,S
1.0,male,0.5160523174157303,0.0,0.0,0.015094396337354966,Q
0.0,male,0.5750000000000001,0.0,0.0,0.05953203526170282,C
0.0,male,0.5160523174157303,0.0,0.0,0.0,S
1.0,female,0.0,0.375,0.3333333333333333,0.05445717323939373,S
0.5,female,0.4750000000000001,0.0,0.0,0.025374310111545468,S
1.0,male,0.5750000000000001,0.0,0.0,0.015468569817999833,S
0.5,male,0.55,0.125,0.16666666666666666,0.05123658772523604,S
1.0,female,0.8000000000000002,0.0,0.8333333333333333,0.07746484096553544,S
1.0,male,0.5160523174157303,0.125,0.0,0.031425107138144774,S
1.0,male,0.275,0.0,0.0,0.015330377421392339,S
0.0,female,0.3750000000000001,0.0,0.0,0.13526459159462315,C
1.0,male,0.5160523174157303,0.0,0.0,0.11027245763075773,S
0.0,male,0.9750000000000002,0.125,0.0,0.1497654242623688,C
1.0,male,0.25,0.0,0.0,0.015411575213749286,S
1.0,male,0.5160523174157303,0.0,0.0,0.014736618564782174,S
1.0,female,0.3500000000000001,0.0,0.0,0.014736618564782174,S
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,S
0.5,female,0.225,0.0,0.16666666666666666,0.044893010197349675,S
1.0,male,0.30000000000000004,0.0,0.0,0.01646070534336126,S
1.0,female,0.5160523174157303,0.0,0.0,0.015281580671177828,Q
1.0,female,0.225,0.0,0.0,0.013175122557917838,Q
0.5,male,0.3750000000000001,0.25,0.0,0.1434624456306609,S
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,S
1.0,female,0.5750000000000001,0.125,0.16666666666666666,0.030253985132996517,Q
0.5,male,0.3500000000000001,0.0,0.0,0.025374310111545468,S
1.0,male,0.775,0.0,0.0,0.014102260811993537,C
0.0,male,0.9500000000000001,0.0,0.0,0.04994347384455151,S
1.0,male,0.675,0.0,0.0,0.014630827210317117,S
1.0,male,0.275,0.125,0.0,0.015468569817999833,S
0.5,male,0.5750000000000001,0.25,0.0,0.1434624456306609,S
0.5,male,0.4,0.0,0.0,0.025374310111545468,S
1.0,male,0.5160523174157303,0.0,0.0,0.015175789316712771,S
1.0,male,0.85,0.0,0.0,0.015712553569072387,S
0.0,female,0.5160523174157303,0.125,0.0,0.10149724044618187,S
0.5,female,0.775,0.125,0.16666666666666666,0.07612293033463641,S
0.0,male,0.55,0.125,0.0,0.10149724044618187,S
0.5,male,0.55,0.0,0.0,0.025374310111545468,S
0.5,male,0.5160523174157303,0.0,0.0,0.0,S
1.0,male,0.225,0.0,0.0,0.015175789316712771,S
1.0,male,0.38750000000000007,0.0,0.0,0.015712553569072387,S
1.0,female,0.225,0.0,0.0,0.019209719063445922,S
1.0,female,0.85,0.125,1.0,0.09154270340242172,S
0.0,male,0.675,0.0,0.16666666666666666,1.0,C
1.0,female,0.5160523174157303,0.0,0.0,0.01588334219482317,Q
0.0,male,0.45000000000000007,0.0,0.0,0.1497654242623688,C
1.0,male,0.275,0.0,0.0,0.01800600082915438,S
1.0,male,0.12500000000000003,0.625,0.3333333333333333,0.09154270340242172,S
0.5,male,0.4,0.125,0.3333333333333333,0.08115719346076702,C
1.0,male,0.12500000000000003,0.5,0.16666666666666666,0.07746484096553544,S
1.0,male,0.25,0.0,0.0,0.019852079483269742,S
1.0,male,0.225,0.0,0.0,0.015216388212891242,S
0.0,female,0.15,0.0,0.16666666666666666,0.41250332793836464,S
0.0,male,0.55,0.125,0.0,0.11125659048908397,S
1.0,male,0.5160523174157303,0.0,0.0,0.11027245763075773,S
1.0,male,0.4,0.0,0.0,0.014102260811993537,C
1.0,male,0.8750000000000001,0.0,0.0,0.015712553569072387,S
1.0,female,0.5160523174157303,0.0,0.0,0.015094396337354966,Q
0.0,male,1.0,0.125,0.16666666666666666,0.21642978772242535,C
1.0,male,0.8250000000000001,0.0,0.0,0.014931805565640218,S
0.0,female,0.225,0.125,0.0,0.4440992237022602,C
0.0,male,0.65,0.0,0.0,0.05130978285055781,S
1.0,female,0.225,0.0,0.16666666666666666,0.028212719478023115,C
1.0,male,0.4,0.0,0.0,0.015110792045427042,Q
1.0,male,0.42500000000000004,0.125,0.0,0.015330377421392339,S
0.5,male,0.7500000000000001,0.0,0.0,0.050748620223090936,S
0.5,female,0.9,0.0,0.0,0.026350245115835676,S
0.0,male,0.8250000000000001,0.0,0.0,0.05130978285055781,S
0.0,female,0.32500000000000007,0.0,0.0,0.29580589980036276,S
1.0,male,0.5160523174157303,0.125,0.16666666666666666,0.029757819776815374,C
0.0,female,0.3750000000000001,0.0,0.0,0.09662576327876685,C
0.0,male,0.5160523174157303,0.0,0.0,0.051822148727810165,S
0.0,male,0.9750000000000002,0.125,0.0,0.10149724044618187,S
1.0,male,0.5000000000000001,0.0,0.0,0.018510168852370702,S
1.0,male,0.25,0.0,0.0,0.014931805565640218,S
0.0,female,0.7250000000000001,0.0,0.0,0.4440992237022602,C
0.5,female,0.45000000000000007,0.0,0.0,0.020494635090094415,S
1.0,male,0.5160523174157303,0.0,0.0,0.030253985132996517,Q
1.0,male,0.6000000000000001,0.0,0.0,0.015175789316712771,S
1.0,male,0.20000000000000004,0.125,0.0,0.013768881414528002,S
0.5,male,0.6250000000000001,0.0,0.0,0.025374310111545468,S
0.0,male,0.45000000000000007,0.125,0.0,0.10364429745562033,S
1.0,male,0.275,0.0,0.0,0.016908073949327893,S
0.5,female,0.525,0.375,0.0,0.04098927018018883,S
1.0,female,0.5160523174157303,0.0,0.0,0.015102594191391004,Q
0.5,male,0.4,0.125,0.0,0.050748620223090936,S
1.0,female,0.4,0.125,0.0,0.015468569817999833,S
0.0,female,0.5000000000000001,0.0,0.0,0.41250332793836464,S
1.0,male,0.05000000000000002,0.0,0.0,0.036670757786204655,C
0.5,male,0.5160523174157303,0.0,0.0,0.0,S
0.5,male,0.3500000000000001,0.0,0.0,0.025374310111545468,S
0.5,male,0.3500000000000001,0.0,0.0,0.025374310111545468,S
1.0,male,0.48750000000000004,0.0,0.0,0.031425107138144774,S
1.0,female,0.9750000000000002,0.125,0.5,0.06709553154495196,S
0.0,male,0.65,0.0,0.0,1.0,C
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,S
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,S
0.0,male,0.5160523174157303,0.0,0.0,0.05855610025741262,S
0.0,male,0.675,0.125,0.0,0.15390495017656614,S
0.0,female,0.30000000000000004,0.25,0.3333333333333333,0.5121218935012878,C
1.0,male,0.3750000000000001,0.125,0.0,0.031425107138144774,S
1.0,male,0.55,0.0,0.0,0.015468569817999833,S
1.0,male,0.17500000000000002,0.125,0.16666666666666666,0.03952536767375352,S
0.5,female,0.525,0.0,0.0,0.025374310111545468,S
0.0,male,0.25,0.125,0.0,0.10364429745562033,S
1.0,male,0.55,0.0,0.0,0.015126992566498259,Q
1.0,male,0.6000000000000001,0.0,0.0,0.018542765081513996,S
1.0,male,0.3500000000000001,0.0,0.0,0.015411575213749286,S
0.5,female,0.9750000000000002,0.125,0.3333333333333333,0.12687155055772734,S
1.0,male,0.4750000000000001,0.0,0.0,0.015216388212891242,S
0.5,male,0.225,0.0,0.0,0.022446505098674838,S
1.0,male,0.6250000000000001,0.0,0.0,0.015712553569072387,S
0.0,female,0.6000000000000001,0.0,0.0,0.16883675574220638,S
1.0,male,0.5160523174157303,0.0,0.0,0.028302115124416098,S
1.0,male,0.8000000000000002,0.0,0.0,0.013907073811135496,S
1.0,male,0.275,0.0,0.0,0.014110458666029575,C
0.0,female,0.675,0.125,0.3333333333333333,0.23422440102965048,S
1.0,male,0.17500000000000002,0.0,0.0,0.015175789316712771,S
0.0,male,0.5160523174157303,0.0,0.0,0.07729405233978466,C
1.0,female,0.5375000000000001,0.0,0.0,0.015126992566498259,Q
1.0,male,0.5160523174157303,0.125,0.0,0.04713766070721715,Q
1.0,male,0.5750000000000001,0.0,0.0,0.016322512946753766,S
1.0,male,0.3750000000000001,0.0,0.0,0.018542765081513996,S
1.0,male,0.9750000000000002,0.0,0.0,0.015330377421392339,S
1.0,male,0.5160523174157303,0.0,0.0,0.014102260811993537,C
1.0,male,0.225,0.0,0.0,0.015126992566498259,S
1.0,male,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
1.0,male,0.5160523174157303,0.0,0.0,0.015102594191391004,Q
0.0,female,0.85,0.0,0.16666666666666666,0.41250332793836464,S
1.0,female,0.1,0.0,0.0,0.014110458666029575,C
0.0,female,0.20000000000000004,0.125,0.0,0.11125659048908397,S
0.0,male,0.5000000000000001,0.0,0.0,0.05855610025741262,S
1.0,male,0.5160523174157303,0.125,0.3333333333333333,0.04577135170121086,S
1.0,male,0.4,0.0,0.0,0.013760683560491965,S
1.0,male,0.4,0.0,0.0,0.014151057562208049,S
1.0,female,0.225,0.0,0.0,0.014630827210317117,S
0.0,male,0.9250000000000002,0.0,0.0,0.15458810467956932,C
1.0,male,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
0.5,male,0.17500000000000002,0.0,0.0,0.050748620223090936,S
1.0,female,0.5160523174157303,1.0,0.3333333333333333,0.13575255909676825,S
0.0,male,0.5160523174157303,0.0,0.0,0.05991421140938287,C
1.0,male,0.4,0.0,0.0,0.015411575213749286,S
0.5,male,0.7500000000000001,0.0,0.0,0.025374310111545468,S
0.0,female,1.0,0.0,0.0,0.050610427826483444,S
1.0,female,0.55,0.0,0.0,0.016948672845506364,S
1.0,male,0.525,0.0,0.0,0.014110458666029575,C
1.0,female,0.525,0.125,0.16666666666666666,0.04713766070721715,S
0.5,male,0.6250000000000001,0.0,0.0,0.025374310111545468,S
0.5,female,0.55,0.125,0.16666666666666666,0.05123658772523604,S
0.0,male,0.05000000000000002,0.125,0.3333333333333333,0.23422440102965048,S
1.0,male,0.45000000000000007,0.0,0.0,0.013614293309848433,S
1.0,male,0.55,0.0,0.0,0.015175789316712771,S
0.0,male,0.7500000000000001,0.0,0.0,0.0,S
1.0,female,0.225,0.0,0.0,0.015175789316712771,S
0.5,male,0.7500000000000001,0.0,0.0,0.025374310111545468,S
0.0,female,0.6000000000000001,0.125,0.0,0.10364429745562033,S
1.0,male,0.42500000000000004,0.0,0.0,0.015395374692678068,S
1.0,male,0.7500000000000001,0.0,0.0,0.04713766070721715,S
0.5,male,0.65,0.0,0.0,0.020494635090094415,S
1.0,male,0.5375000000000001,0.0,0.0,0.015712553569072387,S
0.0,male,0.5160523174157303,0.0,0.0,0.0,S
1.0,female,0.3500000000000001,0.0,0.0,0.015468569817999833,S
0.5,male,0.55,0.125,0.16666666666666666,0.07222738817151159,C
1.0,male,0.85,0.0,0.0,0.012589561555343713,S
1.0,male,0.024999999999999994,0.375,0.3333333333333333,0.05445717323939373,S
1.0,male,0.45000000000000007,0.0,0.0,0.016908073949327893,S
0.0,male,0.7250000000000001,0.0,0.0,0.0,S
1.0,female,0.45000000000000007,0.0,0.16666666666666666,0.024349578357040744,S
1.0,male,0.5160523174157303,0.0,0.0,0.013565496559633922,Q
1.0,male,0.5160523174157303,0.0,0.0,0.11027245763075773,S
1.0,male,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
1.0,female,0.15,0.125,0.0,0.028212719478023115,C
1.0,male,0.5160523174157303,0.0,0.0,0.014110458666029575,C
1.0,male,0.3500000000000001,0.0,0.0,0.015330377421392339,S
1.0,male,0.225,0.0,0.0,0.016200521071217493,S
0.0,female,0.7500000000000001,0.125,0.16666666666666666,0.16231419173453318,C
1.0,male,0.30000000000000004,0.0,0.0,0.016908073949327893,S
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
1.0,male,0.5750000000000001,0.0,0.0,0.11027245763075773,S
0.0,male,0.5160523174157303,0.0,0.0,0.057970539254838485,C
1.0,male,0.275,0.0,0.0,0.015468569817999833,S
0.5,male,0.17500000000000002,0.0,0.0,0.020494635090094415,S
0.0,female,0.525,0.0,0.0,0.060507970265993034,C
1.0,male,0.6375000000000001,0.0,0.0,0.012565163180236457,C
1.0,male,0.20000000000000004,0.0,0.0,0.016908073949327893,S
1.0,male,0.8250000000000001,0.0,0.0,0.014736618564782174,S
1.0,male,0.5160523174157303,1.0,0.3333333333333333,0.13575255909676825,S
1.0,male,0.65,0.0,0.0,0.015411575213749286,C
0.5,male,0.4750000000000001,0.0,0.16666666666666666,0.06441171028315387,S
0.0,female,0.5160523174157303,0.125,0.0,0.17391981561855152,C
1.0,female,0.0,0.125,0.16666666666666666,0.029757819776815374,C
0.0,female,0.17500000000000002,0.0,0.16666666666666666,0.07690367833806856,S
0.5,female,0.8750000000000001,0.125,0.0,0.050748620223090936,S
1.0,female,0.225,0.0,0.16666666666666666,0.018249984580226933,S
0.0,female,0.9,0.125,0.16666666666666666,0.32179836714362564,S
1.0,female,0.3750000000000001,0.0,0.5,0.03758969818624431,C
1.0,male,0.5160523174157303,0.0,0.0,0.014110458666029575,C
1.0,male,0.8000000000000002,0.25,0.0,0.027537567642055148,S
0.5,male,0.30000000000000004,0.125,0.0,0.022446505098674838,S
0.0,female,0.9750000000000002,0.0,0.0,0.050610427826483444,S
1.0,female,0.5160523174157303,1.0,0.3333333333333333,0.13575255909676825,S
0.5,male,0.3750000000000001,0.0,0.0,0.025374310111545468,S
0.5,female,0.8250000000000001,0.0,0.0,0.025374310111545468,S
0.5,female,0.45000000000000007,0.125,0.0,0.027049600139910042,C
0.0,male,0.55,0.0,0.0,0.09856123757927521,S
1.0,male,0.5160523174157303,0.0,0.0,0.018542765081513996,S
1.0,male,0.42500000000000004,0.0,0.0,0.015411575213749286,S
0.0,female,0.9500000000000001,0.125,0.16666666666666666,0.10257896680493714,S
0.0,male,0.6000000000000001,0.0,0.0,0.009759350042902102,S
1.0,male,0.9500000000000001,0.0,0.0,0.017566830077223785,S
0.5,female,0.4750000000000001,0.125,0.0,0.04684488020593009,C
1.0,female,0.15,0.0,0.0,0.014102260811993537,C
1.0,male,0.275,0.0,0.0,0.019217721730481106,S
1.0,male,0.25,0.0,0.0,0.015411575213749286,S
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,S
0.5,female,0.4,0.0,0.16666666666666666,0.050748620223090936,S
1.0,male,0.6000000000000001,0.0,0.0,0.015411575213749286,S
1.0,female,0.32500000000000007,0.0,0.0,0.02052723131923771,S
0.5,male,0.4750000000000001,0.0,0.0,0.020494635090094415,S
1.0,male,0.4,0.0,0.0,0.013760683560491965,S
1.0,female,0.7500000000000001,0.0,0.8333333333333333,0.05684821399990475,Q
0.5,male,0.45000000000000007,0.0,0.0,0.025374310111545468,S
0.0,female,0.25,0.0,0.0,0.05855610025741262,S
1.0,female,0.5160523174157303,0.125,0.3333333333333333,0.04577135170121086,S
0.0,male,0.42500000000000004,0.0,0.0,0.05855610025741262,C
1.0,male,0.5750000000000001,0.0,0.0,0.015126992566498259,Q
